id,breed,mean,std_dev,median,min_pixel,max_pixel,entropy,edge_density
29b06acb65e3873dfab2a7b2581d6a35,toy_poodle,127.76270933333333,61.89575453243552,128.0,0.0,255.0,7.890102,39.39784
024fd994941146f8dfdb38a9b2b74efd,wire-haired_fox_terrier,84.92822368421052,40.949837602416096,81.0,0.0,227.0,7.2593966,17.90751879699248
92ea22d7f8dad0ac186507fb6fb529c4,bedlington_terrier,100.83470899470899,63.171075203574254,69.0,15.0,254.0,7.115322,22.673412698412697
8e2a385becd796ab5997a171f5cbfecd,chow,128.207472,60.608227038105554,122.0,0.0,255.0,7.7465324,45.29072
a2834a578d8a2ec1823e940c9efa1458,cairn,124.70040533333334,65.05803360361455,131.0,0.0,255.0,7.617397,35.3736
d7011c4c503f8ae150594ac9d3e1d757,pomeranian,83.11974888888889,68.34519503701817,60.0,0.0,255.0,7.4716964,14.286233333333334
08ed3bf636ad906f5ddea9ebda22ff98,briard,127.12710432569975,45.03901319556566,127.0,0.0,255.0,7.464651,78.32068702290076
39f999e1fd418a58d101ef65ef51d3f4,standard_poodle,102.86668266666666,49.93497534282592,107.0,0.0,255.0,7.5063124,32.39112
ac50e3733b58fdecc1eaba7ee8efdb84,entlebucher,172.70977844311378,81.12119508738762,202.0,0.0,255.0,6.763376,17.103323353293412
33ad312271f19a8a37a4954327bc88ee,italian_greyhound,93.3418294117647,64.29894404727365,79.0,0.0,255.0,7.7482896,40.47
aa9482ec3a28d952eac962c174e45024,leonberg,167.3404255319149,61.63591358112588,202.0,0.0,246.0,5.931658,12.149316109422493
89719dbbf15a9f468a620353781abe75,afghan_hound,134.04526550868485,72.63780817756118,138.0,0.0,255.0,7.808769,41.296079404466504
f3972dd0068dd6e3b9b2da13c71c5af3,ibizan_hound,109.04608519900498,53.95418292989011,108.0,0.0,255.0,7.6406937,19.791837686567163
95c9870d3e06e1e640e6e39daf65e25b,boxer,143.60871972318338,63.230549042934356,136.0,0.0,255.0,7.8083496,56.90294117647059
dd126e42b474c3831f8fda33052428c1,cocker_spaniel,129.32797872340424,60.12373778176646,134.0,0.0,242.0,7.745538,8.424494680851064
584cd71118e2b4da3193bf3b4269b159,sussex_spaniel,151.25318234610918,47.24610067276367,157.0,0.0,255.0,7.532984,63.03623693379791
fbaabd8210413b2084743c1f00d8c0f4,papillon,85.51447895791583,45.42286035979669,85.0,0.0,255.0,7.42125,27.922244488977956
98dbdc1a5152948522cace80b264b3fd,miniature_pinscher,161.405985,73.05165180322602,191.0,0.0,255.0,7.5915174,8.888025
a061fd7e669c4382b56c3290abaf8a38,otterhound,103.262825,52.66298935703684,92.0,7.0,255.0,7.1934557,43.945
b663fe4bee1907aac5c11313307f328c,weimaraner,105.35666666666667,56.01886648462483,98.0,0.0,255.0,7.730752,14.24328
b4e20187a9b91d20f7e55615eb710785,kelpie,117.622752,61.06144314224126,113.0,0.0,255.0,7.8534417,59.03216
51c09b0295e0137021db430c38308e8b,kelpie,109.61320533333334,50.36521096172607,119.0,0.0,255.0,7.4831,64.48304
b0b7aaaa673295ace0ae4d9f248b71f1,siberian_husky,75.81891904761905,62.79902634347673,51.0,0.0,255.0,7.419653,29.134357142857144
c87d7b6aa6ad07a6af1fde957779c1c8,pekinese,88.32232,50.30284835358995,103.0,0.0,255.0,7.2093573,4.6784
3c1be3df90b1a242325de9590db32ce2,doberman,208.17402085262748,76.57665184987026,255.0,2.0,255.0,3.884289,13.026917216861351
c1f81cabd7d33a6f434af359226c191e,borzoi,123.75344,61.20828055227822,102.0,0.0,255.0,7.6064157,39.54064
b53646b931972d951b7306584a00cfc4,kelpie,128.76452266666666,47.08265567161811,128.0,0.0,255.0,7.5733023,58.616
fa1ae7cd7d26a1dbc29149daa8b03ea6,bloodhound,134.26309333333333,62.40797682373054,130.0,0.0,255.0,7.831463,29.68472
6165570f2467fe31881a89caca859b52,great_pyrenees,68.30428828828829,65.51264002642701,46.0,0.0,255.0,7.35879,21.746216216216215
83a8ce6c40f4ad5ac8b6b88874193e8b,komondor,96.86680539449056,60.566382532058924,80.0,4.0,255.0,7.576765,1.6794490814208984
9a5cb9330f48119412b0dbeeb7d092c2,australian_terrier,119.013408,45.16159620989426,130.0,0.0,255.0,7.316824,30.27496
53ef06e550b924fb9a06364a47eb71ef,curly-coated_retriever,99.13331617331617,69.55403422389949,82.0,0.0,255.0,7.8271837,76.41904761904762
7eba9daec453bb9dea012c33709a21f0,english_foxhound,198.3845703125,58.43019997000968,229.0,28.0,255.0,5.67356,4.3990948016826925
17e00d79ad69729522d8705e95939f01,clumber,131.46203571428572,46.0009656901602,112.0,16.0,255.0,7.135957,21.893571428571427
0d5a88f0ab2db8d34b533c69768135e8,afghan_hound,112.38307894736842,70.57826505297864,95.0,0.0,255.0,7.650844,22.645342105263158
97d24551ed20f55b7323e37e85adb4b6,clumber,122.64307103825136,38.074264081171975,127.0,0.0,255.0,6.8309507,21.545409836065573
9a04b5f3f77c5513227587f6fa70b7a1,standard_poodle,121.81647642679901,65.46259278083473,123.0,0.0,255.0,7.902457,59.478908188585606
64d840b8b3948c5ffd8644b1539f5c00,silky_terrier,80.38196236559139,41.465804572409944,79.0,0.0,237.0,7.306497,61.26169354838709
07192213791150248bfb5bbe6b0b0373,basset,65.76836144578313,41.50886064751596,60.0,0.0,247.0,7.156337,7.917289156626506
307849bb1f79442bc19e0002ebd3763d,toy_poodle,73.4221021021021,59.9113088566299,63.0,0.0,255.0,7.1236057,12.148108108108108
ac5bb7ba4513320fb91f52a8190a55b4,australian_terrier,86.07800578034681,73.46514655963648,65.0,0.0,255.0,7.673871,60.17557803468208
3a36af8136011500b89c3352d3ff40dc,pomeranian,103.53537868480726,44.98525235846251,117.0,8.0,206.0,6.8982954,2.6494557823129252
5176b5065238615f290f522ff376bb0b,affenpinscher,116.82150649350649,65.3279288455886,106.0,8.0,255.0,7.605298,40.062597402597405
c8ce22f51941dc011dc544ee53076600,tibetan_mastiff,132.84776446980624,48.31642720526781,132.0,0.0,255.0,7.5791945,56.369599297673545
a5a76e7db524d8e11728cb77e5e32f8b,komondor,77.923536,72.65773963767869,45.0,0.0,255.0,7.0606327,29.61128
3fd4d0daf3781126dde8e6d4e47ce4dd,scottish_deerhound,94.2328990228013,44.60104612056129,85.0,0.0,255.0,7.0672946,21.597014115092293
875c993f6f71781ae8ba11e686669cee,yorkshire_terrier,110.50705705705705,51.226105201370224,127.0,0.0,235.0,7.372773,10.547657657657657
fab62c77c1af3606f359f987ed9b844e,giant_schnauzer,104.83638933333333,63.824664487038916,93.0,0.0,255.0,7.7996855,55.2296
d67195583fae5a5cce6fd767ccddede1,blenheim_spaniel,119.78515733333333,59.27010805874447,114.0,0.0,255.0,7.8225203,50.62056
38ef9e4d9065f4d8a7efd44d0f83ef08,standard_poodle,154.33764266666665,85.77507748425325,152.0,0.0,255.0,7.0990586,22.87792
22cbd4b42526ca9d884b3ab4011db65a,labrador_retriever,107.38473066666667,73.87019136057155,85.0,0.0,255.0,7.5989523,44.2816
94d9e41e7e54cab9fad00dd7d9f18ff9,german_shepherd,143.91377453703703,48.423683072430244,150.0,0.0,255.0,7.485444,13.140645833333334
c0e21b16483abecd9449bce9122cb82d,bluetick,56.55320533333333,48.92318420945743,37.0,0.0,249.0,7.141271,18.36136
c4a98c78f34950aa9e0efb1e52d8c826,pembroke,123.87571733333333,49.43539152421168,121.0,0.0,255.0,7.5286283,23.43552
85cbe2f580485f7ac1df7821c3e9c467,norfolk_terrier,103.47043733333334,38.06806655691977,95.0,0.0,255.0,7.162296,38.06368
ab5c5ee4b0431f391fde0ba59a253907,toy_poodle,96.954335839599,59.29443029203194,83.0,0.0,255.0,7.6992817,37.44345864661654
fea60fdd28de5834520134d6dc77a9a2,black-and-tan_coonhound,133.90439379803635,51.122895513856115,147.0,15.0,255.0,7.4391127,42.987653423479095
833f34f8c542d816fa5c9c010c604680,border_collie,86.050576,62.30195833787964,55.0,0.0,255.0,7.0006227,16.422
bc8404a3b9d96fb5626360e0011e20b8,border_collie,85.78542049632352,54.61280879432026,84.0,0.0,255.0,7.2443066,23.021484375
c93de7c42883d7819fbfc95914ba6493,border_terrier,136.91331733333334,48.15855502520087,137.0,0.0,255.0,7.4652653,32.52984
05d6e6de49a6999e56de23c4608af441,saluki,128.03525,66.55114041675644,117.0,0.0,255.0,7.8736453,26.407375
1d7b95ca93d943e74adb6f6777d3ac6e,bull_mastiff,122.54397021276596,57.470614865367224,118.0,0.0,255.0,7.805614,37.557702127659574
080ec59213ed7425b7f8c169955bb9d0,japanese_spaniel,48.36266666666667,62.348201307032284,15.0,0.0,232.0,6.349848,11.0415
73525bccae4a337aca50ed2cb77d5cc3,bull_mastiff,136.93893238434163,50.79936958724606,146.0,0.0,255.0,7.477455,49.303024911032026
3e6fbb7ab195649e954df8d82901cd2a,pekinese,108.18208408408408,49.509630498045425,106.0,0.0,226.0,7.5229826,9.296396396396396
1ad9c8713583e136c1c9884a26a8de10,malamute,129.00451733333333,59.950123499403226,127.0,0.0,255.0,7.39935,11.92584
07c7389196b5dde668d740089f9ebc22,boxer,112.39174774774774,64.96304987465913,124.0,0.0,255.0,7.68193,19.274324324324326
2d1c767f731465473c9c84abfaee35ea,pembroke,174.73368,47.84938828230653,187.0,0.0,255.0,7.200221,8.466
0a7899ed6a15f4af8f28e01c9c44dcfe,miniature_poodle,97.60951900689892,60.73552852427465,86.0,0.0,255.0,7.643099,53.18439320622727
919275bc732b771a349d6515bacad30f,airedale,133.31043733333334,43.56447074542213,133.0,0.0,255.0,7.475722,48.87432
10c132cf556fc31a60c0f07e0d416a6c,staffordshire_bullterrier,108.30117594654789,47.20561479426892,122.0,0.0,255.0,7.278721,19.742338530066814
a526a377295cce6c0f10867f3fc6057d,brittany_spaniel,113.89112,57.969860868779044,134.0,0.0,255.0,7.0981197,4.7481
f8ed43ad1a94147b0a53b9cb3fb2d4bc,malamute,152.27870204603582,74.59656406247254,148.0,0.0,255.0,7.6972036,47.47826086956522
5db15139f4f82e42088eef5678f0ab86,malinois,95.77967469879518,49.59999173037447,113.0,0.0,255.0,7.2239146,14.72394578313253
9e03036e569f2a305e264b97c1aaab84,entlebucher,125.92939612552463,66.93168507211114,127.0,1.0,255.0,7.8613396,32.51915580051082
0e33a6b9235d5cbb8712daf0abbd0007,great_pyrenees,78.63305988023951,71.5396830239279,66.0,0.0,255.0,7.421749,7.62251497005988
244f4aef47cdfb6b4a5a58398ad10b06,samoyed,215.50591466666665,36.07659440251234,219.0,19.0,255.0,6.4482174,10.16736
9398217aeb0aa9604b9ac9ef9f681cff,tibetan_terrier,191.55114114114113,95.21321480483984,255.0,0.0,255.0,3.649918,22.602342342342343
81f54bbafb8cc5d2d6db34707ec6d78f,chow,56.72099099099099,47.93780916318856,44.0,0.0,255.0,7.077683,60.97486486486486
3d7405de56d708ac880ffb2626b95b45,siberian_husky,99.291072,60.30972611243964,98.0,0.0,255.0,7.791555,30.59592
6c2127a71adb12126a3900f00261de41,keeshond,136.97344,54.84690030651748,128.0,0.0,255.0,7.6221313,56.58416
e3e2cb3f0677ec569e74474b7e6a236d,whippet,105.46361066666667,76.7907018230924,117.0,0.0,255.0,7.663668,17.85408
411f2ae9ea70299b09ec03af2bcc8c04,maltese_dog,115.34107733333333,62.910684600625295,93.0,0.0,255.0,7.687803,18.44296
2e8b303be3212d4085e30c5e0b062c1c,norwegian_elkhound,80.72792792792792,52.949196180744785,69.0,0.0,255.0,7.5323753,62.59828828828829
92e945f27cf8202cfb225e74dfddfda1,wire-haired_fox_terrier,127.27238341807778,47.278984052772344,123.0,0.0,255.0,7.494314,72.40781126090404
ae0aa7d59b4d311e57fd7fc47ba65c4b,african_hunting_dog,121.38220266666667,52.56330274809851,111.0,0.0,255.0,7.636206,46.89416
a3d4baf88f32073eb9fda83ff629728e,brittany_spaniel,117.90559498956159,45.47056913687548,114.0,0.0,255.0,7.5019035,51.702713987473906
c8b1cb661bab73b5493f7ddee137564e,german_shepherd,177.419328,51.45547516084578,190.0,0.0,255.0,7.336924,22.9568
78cb1dbdd48e40691132cba7a39282bd,standard_schnauzer,137.88443157894736,70.95690324150473,148.0,0.0,255.0,7.888443,46.19123684210526
e593c0438ce45ae8abc32a8ad154e776,german_shepherd,114.63215358215358,45.84757537044196,132.0,0.0,255.0,7.133669,44.95592020592021
514be7edfb314e3c19c755795b9fed84,airedale,105.34742933333334,51.996081411887886,109.0,0.0,255.0,7.666893,68.53584
8165da6ab285d889a8a6f1980aad5869,dhole,124.45987603305785,24.971813895687085,128.0,0.0,255.0,6.5486794,54.62479338842975
b71ba77f52b28c5171c20415a25dd6b9,papillon,103.54620100502513,47.676525793080714,96.0,0.0,255.0,7.4630575,18.265175879396985
0f378abee01a23bc9e651753300a9a36,welsh_springer_spaniel,74.34022822822823,74.20581729101697,40.0,0.0,255.0,7.1239758,26.57054054054054
44a23af9ba4bc387361d7332196b24ca,shih-tzu,147.554272,32.83236847812459,150.0,0.0,255.0,6.8867993,11.38048
d0abd5df53b9a41a506ea217a70a961a,boston_bull,148.77720533333334,70.60820949344233,166.0,0.0,255.0,7.8178263,58.2692
cdd98aebbc986af83308c15269c14e66,brabancon_griffon,103.93558009141157,49.42739689997791,107.0,0.0,255.0,7.6101885,63.04019850127551
16052ac2a6ff7f1fbbc85885d2a7c467,lhasa,126.59442660550458,66.92165377638715,141.0,0.0,255.0,7.8476214,35.278899082568806
dccd2dd384090bfdf9105015167aed23,beagle,48.55681927710843,54.68158464492952,18.0,0.0,231.0,6.445628,9.089367469879518
8e78fd35123e6824f396ca237700f853,sealyham_terrier,124.03526577322693,66.24547776953764,123.0,0.0,255.0,7.857603,57.12061436530643
212b638c66bddbd536da71d27907528f,german_short-haired_pointer,118.55801025390625,44.591687941906365,120.0,0.0,255.0,7.478402,46.27125244140625
77adbcd124ca77b78044211f06ed0240,lakeland_terrier,79.5354555657586,53.34618196915705,69.0,0.0,255.0,7.5143976,57.99140393837364
818978a64d5dc3e05a6a0c0b97a154d9,cairn,98.24952533333334,51.32371208750745,98.0,0.0,255.0,7.6147223,65.56288
5c55a366f09d44461185c746f85993d9,walker_hound,106.267425,53.691359257047814,106.0,0.0,255.0,7.636653,56.029875
934f0466bfe1d0e3f19540cee4cb35f4,ibizan_hound,103.39103466666667,51.70003877390034,105.0,0.0,255.0,7.648522,41.3712
769fc71927cdbcc012395975def5c08a,newfoundland,144.93034133333333,84.05738297736548,143.0,0.0,255.0,7.6548424,50.06704
03f2f64aebc483ef8e5e17aba7311aa6,brabancon_griffon,119.71926875,57.81597631320089,123.0,0.0,255.0,7.7524815,25.0259921875
6c370fc5e1b1840570406446d438cec3,great_dane,102.04890625,60.46074921301308,108.0,0.0,255.0,7.7093954,36.99997667910448
00cc68a50b2d016a6b29af628ea4e04b,labrador_retriever,55.008917333333336,39.070970576817004,41.0,0.0,255.0,6.693275,10.20816
00fa641312604199831755f96109fde7,weimaraner,166.17192864583333,28.076060539836693,169.0,29.0,255.0,6.8221507,0.51159375
f66de1bea3790719f70ef37779889a02,eskimo_dog,98.44701829268293,65.8160375797175,92.0,0.0,255.0,7.812127,53.43338414634146
30298037be3bcc4f1c2798863d8ad579,border_collie,137.92580266666667,65.74180168981066,139.0,0.0,255.0,7.760642,49.10552
bcbf5ec7a0cddffc15917d416a90c6f7,cairn,140.091552,34.934601637411426,144.0,0.0,255.0,7.098837,58.30456
0c9bac77cd53f1c6756c7581e9b0bd00,chesapeake_bay_retriever,78.1436996996997,42.29267309172066,69.0,0.0,255.0,7.2080135,30.884864864864866
ed5920d873da0891d86d9f3a25f2c2fa,airedale,124.741104,65.46823096887924,145.0,0.0,255.0,7.553707,30.8788
6d2fe8f0bb9bbc3232567cd6d930a1e4,tibetan_mastiff,132.10850931942545,75.09486158463183,135.0,0.0,255.0,7.840135,42.68077761627907
9b2472991fe3434d0b36f83e8cf5a03b,chihuahua,114.23677866666667,61.588428262645344,118.0,0.0,255.0,7.8477902,50.60424
2842aab6bf7e2649919bd867d9baa165,kelpie,96.804304,50.09243904764721,96.0,0.0,255.0,7.546407,13.40688
82657cb2cfcaaca8626b8f9488b0d8bc,eskimo_dog,159.53032934131735,76.93424038491645,205.0,0.0,255.0,7.3567743,34.18679640718563
5cf7a6e59deee02173bb24459d197e06,american_staffordshire_terrier,100.2871619047619,70.48955515294094,74.0,0.0,255.0,7.581224,51.41771428571428
6b8ac349a4550590b06c83996ed714e8,scottish_deerhound,118.185188,71.47402687273647,122.0,0.0,255.0,7.848535,35.99376
34e117ba59c3244382726f68196b0ecb,norwich_terrier,121.49629866666666,52.96816283674686,121.0,0.0,255.0,7.733035,77.73352
b8ed5c550941c7fd275f1aa07e242f16,chihuahua,86.12848,77.73630917974945,51.0,0.0,255.0,7.4905596,48.246
dde1f99c744c9c5f3bd471bd390314d6,komondor,144.50002267573697,58.90070067225029,160.0,0.0,255.0,7.6503687,62.61377551020408
bd8cb94a46ae36e1bf2f0952a3e4a79e,scottish_deerhound,77.46047447447448,25.61406554314929,75.0,8.0,243.0,6.610162,16.096396396396397
1ca84cc3ffbab016dbd7ceced0e680a3,silky_terrier,137.15188571428573,39.29088304848589,143.0,0.0,255.0,7.2786407,52.87097142857143
eb7beb7875b92b0d8861826a420c8844,giant_schnauzer,147.65341333333333,53.03161764157765,162.0,0.0,255.0,7.508039,69.89992
dac79f436cc24744d951ab759c35a59f,borzoi,72.78929066666667,61.297382273444974,40.0,0.0,255.0,7.0522766,10.85144
0ba12512fa4766cc4f8c288cb3b9b95f,border_terrier,184.5538138138138,54.7550913522968,206.0,0.0,255.0,7.3916936,37.387747747747746
